Reference,London Borough Name,Casualty Class,Casualty Sex,Casualty Age Band,Casualty Age,Number Of Casualties,Casualty Severity,Pedestrian Location,Pedestrian Movement,Mode Of Travel,Attendant Location,Number Of Vehicles,Date,Day,Time,Highway,Road Class 1,Road Number 1,Road Type,Speed Limit,Junction Detail,Junction Control,Road Class 2,Road Number 2,Pedestrian Crossing,Light Condition Band,Weather,Road Surface,Special Conditions,Carriage Way Hazard,Easting,Northing,Longitude,Latitude,Ward Code,Ward Name,Spatial Accuracy,Location,Organisation URI,Socrata ID,Last Uploaded
1170074685,CAMDEN,1 Driver/Rider,2 Female,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,4 Car,SAVERNAKE ROAD 25M W OF J/W RONA ROAD,2,30/11/2017 04:35:00 PM,Thursday,16.35,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528050,185710,-0.154334,51.555753,,,Unknown,"(51.555753, -0.154334)",http://opendatacommunities.org/id/london-borough-council/camden,7571,21/12/2020 02:48:41 PM
0115EK40345,CAMDEN,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,HIGH HOLBORN 26M W OF J/W HOLBORN PLACE,2,27/04/2015 10:10:00 AM,Monday,10.10,3 Bor,A,40,3 Dual Cwy,3 40 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530690,181550,-0.117818,51.517763,,,Unknown,"(51.517763, -0.117818)",http://opendatacommunities.org/id/london-borough-council/camden,4853,21/12/2020 02:48:36 PM
1170031635,CAMDEN,3 Pedestrian,2 Female,0-15,14,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian,ALBERT STREET J/W DELANCEY STREET NW1,1,11/04/2017 12:55:00 PM,Tuesday,12.55,3 Bor,A,503,6 Single Cwy,1 <= 20 MPH,6 Crossroads,3 Stop Sign,Unclassified,0,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528850,183570,-0.143584,51.536339,,,Unknown,"(51.536339, -0.143584)",http://opendatacommunities.org/id/london-borough-council/camden,6874,21/12/2020 02:48:39 PM
0115EK40667,CAMDEN,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,PARK SQUARE EAST J/W ST ANDREW'S PLACE,2,02/08/2015 12:43:00 PM,Sunday,12.43,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528730,182320,-0.14577,51.525133,,,Unknown,"(51.525133, -0.14577)",http://opendatacommunities.org/id/london-borough-council/camden,5141,21/12/2020 02:48:36 PM
1190168753,CAMDEN,3 PEDESTRIAN,2 FEMALE,25-59,45,1,3 SLIGHT,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,Location unknown  Finchley Road,1,06/03/2019 03:15:00 PM,Wednesday,15.15,1 TLRN,A,41,9 UNKNOWN,30,99 UNKNOWN (S/R),9 UNKNOWN (S/R),6,0,9 UNKNOWN (S/R),2 DAYLIGHT,9 UNKNOWN,9 UNKNOWN (S/R),9 UNKNOWN (S/R),9 UNKNOWN (S/R),525614,185404,-0.189562,51.55355,,,Unknown,"(51.55355, -0.189562)",http://opendatacommunities.org/id/london-borough-council/camden,8839,21/12/2020 02:48:43 PM
1180153687,CAMDEN,3 Pedestrian,2 Female,16-24,17,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian,CAMDEN HIGH STREET J/W CROWNDALE ROAD,1,21/12/2018 06:25:00 PM,Friday,18.25,3 Bor,A,4200,2 One-Way St,1 <= 20 MPH,3 T/Stag Jun,2 Auto Sig,B,512,4 Pelican Or Similar,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529172,183381,-0.139013,51.534567,,,Unknown,"(51.534567, -0.139013)",http://opendatacommunities.org/id/london-borough-council/camden,8634,21/12/2020 02:48:43 PM
1190211676,CAMDEN,3 PEDESTRIAN,2 FEMALE,60+,86,2,3 SLIGHT,09 IN ROAD - NOT CROSSING,'-2 NOT APPLICABLE,1 PEDESTRIAN,"On Sidmouth mews wc1, 30 metres east of the junction with Sidmouth street.. The nearest classified road was the B2. The nearest classified road was the B2",1,14/10/2019 08:40:00 PM,Monday,20.40,3 BOR,6,0,2 ONE-WAY ST,20,00 NO JUN IN 20M,,0,0,0 NO XING FACILITY IN 50M,1 DARK,2 RAINING,2 ROAD-WET,0 NONE,0 NONE,530554,182627,-0.119378,51.527473,,,Unknown,"(51.527473, -0.119378)",http://opendatacommunities.org/id/london-borough-council/camden,9434,21/12/2020 02:48:44 PM
1190171672,CAMDEN,1 DRIVER/RIDER,1 MALE,25-59,48,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR,"On Camden High Street, near the junction with Greenland Street.",2,28/03/2019 01:30:00 AM,Thursday,1.30,1 TLRN,A,502,2 ONE-WAY ST,30,03 T/STAG JUN,2 AUTO SIG,6,0,0 NO XING FACILITY IN 50M,1 DARK,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,528972,183748,-0.14176,51.537911,,,Unknown,"(51.537911, -0.14176)",http://opendatacommunities.org/id/london-borough-council/camden,8882,21/12/2020 02:48:43 PM
1180118104,CAMDEN,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,FARRINGDON LANE J/W SAFFRON STREET,2,02/07/2018 07:15:00 AM,Monday,7.15,1 TLRN,A,201,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,9 Unknown (S/R),1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,531450,181990,-0.106707,51.521541,,,Unknown,"(51.521541, -0.106707)",http://opendatacommunities.org/id/london-borough-council/camden,8139,21/12/2020 02:48:42 PM
0116EK40533,CAMDEN,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,TOTTENHAM COURT ROAD J/W CHENIES STREET,2,24/07/2016 05:15:00 PM,Sunday,17.15,3 Bor,A,400,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,B,506,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529550,181800,-0.134147,51.520272,,,Unknown,"(51.520272, -0.134147)",http://opendatacommunities.org/id/london-borough-council/camden,6430,21/12/2020 02:48:38 PM
0115EK40284,CAMDEN,1 Driver/Rider,2 Female,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car,FINCHLEY ROAD J/W CANFIELD GARDENS,2,15/04/2015 05:57:00 PM,Wednesday,17.57,1 TLRN,A,41,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,C,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,526320,184660,-0.179651,51.546706,,,Unknown,"(51.546706, -0.179651)",http://opendatacommunities.org/id/london-borough-council/camden,4808,21/12/2020 02:48:36 PM
0116EK40398,CAMDEN,1 Driver/Rider,1 Male,25-59,49,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle,RUSSELL SQUARE 22M SE OF GUILFORD STREET,2,26/05/2016 05:10:00 PM,Thursday,17.10,3 Bor,A,4200,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530190,182000,-0.124854,51.521923,,,Unknown,"(51.521923, -0.124854)",http://opendatacommunities.org/id/london-borough-council/camden,6315,21/12/2020 02:48:38 PM
1160012486,CAMDEN,1 Driver/Rider,1 Male,25-59,32,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,"ON EUSTON ROAD, NEAR THE JUNCTION WITH CLEVELAND STREET .",2,29/09/2016 05:08:00 PM,Thursday,17.08,1 TLRN,A,501,3 Dual Cwy,3 40 MPH,5 Slip Road,4 Give Way/Uncontrolled,A,501,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,9 Unknown (S/R),0 None,528940,182180,-0.142795,51.523827,,,Unknown,"(51.523827, -0.142795)",http://opendatacommunities.org/id/london-borough-council/camden,5839,21/12/2020 02:48:38 PM
0115EK40213,CAMDEN,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi,EUSTON ROAD J/W MABLEDON PLACE,2,11/03/2015 12:05:00 PM,Wednesday,12.05,1 TLRN,A,501,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,C,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529960,182710,-0.127906,51.528356,,,Unknown,"(51.528356, -0.127906)",http://opendatacommunities.org/id/london-borough-council/camden,4746,21/12/2020 02:48:36 PM
0115EK40961,CAMDEN,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,THEOBALD'S ROAD J/W LAMB'S CONDUIT STREET.,2,28/10/2015 07:04:00 PM,Wednesday,19.04,3 Bor,A,401,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,C,0,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530690,181840,-0.117711,51.520369,,,Unknown,"(51.520369, -0.117711)",http://opendatacommunities.org/id/london-borough-council/camden,5387,21/12/2020 02:48:37 PM
1180154783,CAMDEN,3 Pedestrian,1 Male,25-59,32,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,KENTISH TOWN ROAD J/W CAMDEN ROAD,1,29/12/2018 02:38:00 AM,Saturday,2.38,1 TLRN,A,400,2 One-Way St,1 <= 20 MPH,7 Multi Jun,2 Auto Sig,A,503,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,528910,183900,-0.142598,51.539291,,,Unknown,"(51.539291, -0.142598)",http://opendatacommunities.org/id/london-borough-council/camden,8649,21/12/2020 02:48:43 PM
0116EK40639,CAMDEN,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,KILBURN HIGH ROAD J/W BRONDESBURY VILLAS,2,27/08/2016 04:39:00 PM,Saturday,16.39,3 Bor,A,5,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,4 Pelican Or Similar,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525400,183640,-0.193275,51.537744,,,Unknown,"(51.537744, -0.193275)",http://opendatacommunities.org/id/london-borough-council/camden,6505,21/12/2020 02:48:39 PM
0116EK40467,CAMDEN,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car,HAVERSTOCK HILL J/W GLENLOCH ROAD,1,02/07/2016 02:40:00 AM,Saturday,2.40,3 Bor,A,502,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,4 Pelican Or Similar,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,527340,185090,-0.164794,51.550342,,,Unknown,"(51.550342, -0.164794)",http://opendatacommunities.org/id/london-borough-council/camden,6375,21/12/2020 02:48:38 PM
0115EK40689,CAMDEN,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,N.F.L PROWSE PLACE 22M SE OF IVOR STREET,1,09/08/2015 07:25:00 PM,Sunday,19.25,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529050,184210,-0.140467,51.542045,,,Unknown,"(51.542045, -0.140467)",http://opendatacommunities.org/id/london-borough-council/camden,5164,21/12/2020 02:48:36 PM
1190213122,CAMDEN,1 DRIVER/RIDER,1 MALE,25-59,26,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER,"On Gower Street, 25 metres north of the junction with Torrington Place.",1,21/10/2019 01:35:00 PM,Monday,13.35,3 BOR,A,400,9 UNKNOWN,30,00 NO JUN IN 20M,,0,0,9 UNKNOWN (S/R),2 DAYLIGHT,9 UNKNOWN,9 UNKNOWN (S/R),9 UNKNOWN (S/R),9 UNKNOWN (S/R),529596,182123,-0.133366,51.523164,,,Unknown,"(51.523164, -0.133366)",http://opendatacommunities.org/id/london-borough-council/camden,9457,21/12/2020 02:48:44 PM
1190226341,CAMDEN,1 DRIVER/RIDER,1 MALE,25-59,40,1,3 SLIGHT,'-2 NOT APPLICABLE,3 FROM DRIVERS O/SIDE,2 PEDAL CYCLE,"On Guilford Street, 100 metres west of the junction with Russell square.",2,20/12/2019 11:45:00 AM,Friday,11.45,3 BOR,B,502,2 ONE-WAY ST,20,00 NO JUN IN 20M,,0,0,5 PEDN PHASE AT ATS,2 DAYLIGHT,2 RAINING,2 ROAD-WET,0 NONE,0 NONE,530247,182059,-0.124011,51.52244,,,Unknown,"(51.52244, -0.124011)",http://opendatacommunities.org/id/london-borough-council/camden,9642,21/12/2020 02:48:45 PM
1180087287,CAMDEN,1 Driver/Rider,2 Female,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,WOBURN SQUARE J/W GORDON SQUARE,2,31/01/2018 05:50:00 PM,Wednesday,17.50,3 Bor,C,0,6 Single Cwy,1 <= 20 MPH,3 T/Stag Jun,3 Stop Sign,Unclassified,0,9 Unknown (S/R),2 Dark,1 Fine,9 Unknown (S/R),9 Unknown (S/R),9 Unknown (S/R),529810,182180,-0.130262,51.523628,,,Unknown,"(51.523628, -0.130262)",http://opendatacommunities.org/id/london-borough-council/camden,7711,21/12/2020 02:48:41 PM
1180139162,CAMDEN,1 Driver/Rider,1 Male,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,FINCHLEY ROAD 50M S OF J/W ARKWRIGHT ROAD,2,15/10/2018 08:05:00 AM,Monday,8.05,1 TLRN,A,41,3 Dual Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,526110,185040,-0.182542,51.550168,,,Unknown,"(51.550168, -0.182542)",http://opendatacommunities.org/id/london-borough-council/camden,8433,21/12/2020 02:48:43 PM
1190202341,CAMDEN,1 DRIVER/RIDER,1 MALE,25-59,47,1,2 SERIOUS,'-2 NOT APPLICABLE,1 FROM DRIVERS N/SIDE,2 PEDAL CYCLE,"On Clerkenwell Road, 30 metres north of the junction with Hatton Gardens.",2,15/08/2019 07:01:00 PM,Thursday,19.01,3 BOR,A,5201,6 SINGLE CWY,30,00 NO JUN IN 20M,,0,0,0 NO XING FACILITY IN 50M,2 DAYLIGHT,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,531301,182048,-0.108832,51.522097,,,Unknown,"(51.522097, -0.108832)",http://opendatacommunities.org/id/london-borough-council/camden,9315,21/12/2020 02:48:44 PM
1180114504,CAMDEN,3 Pedestrian,2 Female,25-59,59,1,2 Serious,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian,TOTTENHAM COURT ROAD 10M S OF J/W WINDMILL STREET,1,14/06/2018 08:55:00 PM,Thursday,20.55,3 Bor,A,400,3 Dual Cwy,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,A,400,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,4 Roadworks,2 Other Object In Cwy,529630,181690,-0.133035,51.519265,,,Unknown,"(51.519265, -0.133035)",http://opendatacommunities.org/id/london-borough-council/camden,8076,21/12/2020 02:48:42 PM
1180134710,CAMDEN,2 Passenger,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,EVERSHOLT STREET 50M S OF J/W CRANLEIGH STREET,2,24/09/2018 10:10:00 PM,Monday,22.10,3 Bor,A,4200,3 Dual Cwy,1 <= 20 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529396,183105,-0.135886,51.532035,,,Unknown,"(51.532035, -0.135886)",http://opendatacommunities.org/id/london-borough-council/camden,8350,21/12/2020 02:48:42 PM
0115EK40449,CAMDEN,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,NFL- KILBURN HIGH ROAD 23M SE OF J/W BELSIZE ROAD,1,08/06/2015 06:45:00 PM,Monday,18.45,3 Bor,A,5,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525450,183570,-0.19258,51.537104,,,Unknown,"(51.537104, -0.19258)",http://opendatacommunities.org/id/london-borough-council/camden,4943,21/12/2020 02:48:36 PM
1190185119,CAMDEN,1 DRIVER/RIDER,1 MALE,25-59,42,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE,"On New Oxford Street, 50 metres east of the junction with Bloomsbury Street.. The nearest classified road was the A400. The nearest classified road was the A400",2,01/06/2019 01:15:00 PM,Saturday,13.15,3 BOR,A,40,6 SINGLE CWY,30,00 NO JUN IN 20M,,0,0,5 PEDN PHASE AT ATS,2 DAYLIGHT,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,530105,181452,-0.126281,51.517017,,,Unknown,"(51.517017, -0.126281)",http://opendatacommunities.org/id/london-borough-council/camden,9063,21/12/2020 02:48:44 PM
0115EK40369,CAMDEN,2 Passenger,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach,CLERKENWELL ROAD J/W HERBAL HILL,1,11/05/2015 08:43:00 AM,Monday,8.43,3 Bor,A,5201,6 Single Cwy,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,A,5201,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,531330,182040,-0.108417,51.522018,,,Unknown,"(51.522018, -0.108417)",http://opendatacommunities.org/id/london-borough-council/camden,4873,21/12/2020 02:48:36 PM
1170030168,CAMDEN,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,CAMDEN STREET J/W CAMDEN ROAD,2,04/04/2017 02:50:00 PM,Tuesday,14.50,1 TLRN,A,400,3 Dual Cwy,1 <= 20 MPH,6 Crossroads,2 Auto Sig,A,503,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529090,184040,-0.139953,51.540508,,,Unknown,"(51.540508, -0.139953)",http://opendatacommunities.org/id/london-borough-council/camden,6846,21/12/2020 02:48:39 PM
0115EK41081,CAMDEN,1 Driver/Rider,2 Female,60+,73,1,3 Slight,-2 Unknown,-2 N/A,4 Car,"BLOOMSBURY STREET, 30 METRES NORTH WEST OF GREAT RUSSELL STREET.",2,04/12/2015 09:55:00 AM,Friday,9.55,3 Bor,A,400,2 One-Way St,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,4 Pelican Or Similar,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529990,181560,-0.127897,51.518014,,,Unknown,"(51.518014, -0.127897)",http://opendatacommunities.org/id/london-borough-council/camden,5489,21/12/2020 02:48:37 PM
1160024713,CAMDEN,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,EUSTON ROAD J/W EVERSHOLT STREET,2,11/10/2016 07:15:00 PM,Tuesday,19.15,1 TLRN,A,501,3 Dual Cwy,3 40 MPH,6 Crossroads,2 Auto Sig,A,4200,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529740,182580,-0.131123,51.527238,,,Unknown,"(51.527238, -0.131123)",http://opendatacommunities.org/id/london-borough-council/camden,5928,21/12/2020 02:48:38 PM
1180108711,CAMDEN,1 Driver/Rider,2 Female,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,AVENUE ROAD J/W ST EDMUNDS TERRACE,2,18/05/2018 07:40:00 AM,Friday,7.40,3 Bor,B,525,6 Single Cwy,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,B,525,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,527370,183470,-0.164947,51.535776,,,Unknown,"(51.535776, -0.164947)",http://opendatacommunities.org/id/london-borough-council/camden,8002,21/12/2020 02:48:42 PM
1180124665,CAMDEN,2 Passenger,2 Female,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car,FROGNAL LANE J/W FINCHLEY ROAD,2,09/07/2018 05:30:00 PM,Monday,17.30,1 TLRN,A,41,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,41,9 Unknown (S/R),1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525685,185346,-0.188559,51.553013,,,Unknown,"(51.553013, -0.188559)",http://opendatacommunities.org/id/london-borough-council/camden,8217,21/12/2020 02:48:42 PM
0115EK40552,CAMDEN,3 Pedestrian,2 Female,25-59,31,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,HAMPSTEAD HIGH STREET J/W GAYTON ROAD,1,11/06/2015 06:36:00 PM,Thursday,18.36,3 Bor,A,502,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,526530,185650,-0.176268,51.555556,,,Unknown,"(51.555556, -0.176268)",http://opendatacommunities.org/id/london-borough-council/camden,5038,21/12/2020 02:48:36 PM
1170023121,CAMDEN,1 Driver/Rider,1 Male,60+,62,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,TOTTENHAM COURT ROAD J/W PERCY STREET,2,28/02/2017 11:25:00 AM,Tuesday,11.25,3 Bor,A,400,2 One-Way St,2 30 MPH,3 T/Stag Jun,9 Unknown (S/R),A,400,4 Pelican Or Similar,1 Daylight,1 Fine,9 Unknown (S/R),9 Unknown (S/R),0 None,529672,181634,-0.132451,51.518752,,,Unknown,"(51.518752, -0.132451)",http://opendatacommunities.org/id/london-borough-council/camden,6746,21/12/2020 02:48:39 PM
1160024378,CAMDEN,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach,EVERSHOLT STREET 25M S OF J/W CROWNDALE ROAD,1,04/10/2016 08:02:00 PM,Tuesday,20.02,3 Bor,A,4200,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529210,183340,-0.13848,51.53419,,,Unknown,"(51.53419, -0.13848)",http://opendatacommunities.org/id/london-borough-council/camden,5895,21/12/2020 02:48:38 PM
1190227529,CAMDEN,1 DRIVER/RIDER,1 MALE,25-59,46,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER,"On Kilburn High Road, near the junction with Brondesbury Villas.",1,28/12/2019 02:44:00 PM,Saturday,14.44,3 BOR,A,5,6 SINGLE CWY,30,03 T/STAG JUN,4 GIVE WAY/UNCONTROLLED,B,451,4 PELICAN OR SIMILAR,2 DAYLIGHT,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,525329,183715,-0.194272,51.538434,,,Unknown,"(51.538434, -0.194272)",http://opendatacommunities.org/id/london-borough-council/camden,9651,21/12/2020 02:48:45 PM
1180083558,CAMDEN,1 Driver/Rider,1 Male,25-59,43,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,GOWER STREET J/W BEDFORD SQUARE,2,14/01/2018 09:55:00 PM,Sunday,21.55,3 Bor,A,400,2 One-Way St,1 <= 20 MPH,3 T/Stag Jun,2 Auto Sig,B,506,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529910,181660,-0.129013,51.518932,,,Unknown,"(51.518932, -0.129013)",http://opendatacommunities.org/id/london-borough-council/camden,7666,21/12/2020 02:48:41 PM
0115EK40429,CAMDEN,2 Passenger,2 Female,0-15,2,1,3 Slight,-2 Unknown,-2 N/A,4 Car,CAMDEN ROAD J/W ROUSDEN STREET,3,29/05/2015 01:55:00 PM,Friday,13.55,1 TLRN,A,503,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,4 Pelican Or Similar,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529220,184240,-0.138006,51.542276,,,Unknown,"(51.542276, -0.138006)",http://opendatacommunities.org/id/london-borough-council/camden,4920,21/12/2020 02:48:36 PM
1170050638,CAMDEN,3 Pedestrian,2 Female,60+,82,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,TAVISTOCK PLACE J/W MARCHANT STREET,1,26/07/2017 05:49:00 PM,Wednesday,17.49,3 Bor,C,0,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,Unclassified,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530120,182410,-0.125711,51.525623,,,Unknown,"(51.525623, -0.125711)",http://opendatacommunities.org/id/london-borough-council/camden,7194,21/12/2020 02:48:40 PM
1180106387,CAMDEN,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,CAMDEN ROAD 50M S OF J/W KENTISH TOWN ROAD THE NEAREST CLASSIFIED,2,07/05/2018 09:08:00 PM,Monday,21.08,1 TLRN,A,503,2 One-Way St,1 <= 20 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,4 Pelican Or Similar,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529020,183990,-0.14098,51.540075,,,Unknown,"(51.540075, -0.14098)",http://opendatacommunities.org/id/london-borough-council/camden,7967,21/12/2020 02:48:42 PM
1160003830,CAMDEN,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,8 Other Vehicle,YORK WAY J/W COPENHAGEN STREET,2,28/11/2016 05:55:00 PM,Monday,17.55,3 Bor,A,5200,3 Dual Cwy,2 30 MPH,9 Other Jun,2 Auto Sig,B,154,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530314,183674,-0.122449,51.536938,,,Unknown,"(51.536938, -0.122449)",http://opendatacommunities.org/id/london-borough-council/camden,5708,21/12/2020 02:48:37 PM
